"","goal","usd_goal_real","title_length","title_punc","title_caps_ratio","currency_is_usd","country_is_us","launched_epoch","open_epoch","Art","Comics","Crafts","Dance","Design","Fashion","Film & Video","Food","Games","Journalism","Music","Photography","Publishing","Technology","Theater","target"
"1071",13000,13000,60,1,0.0677966101694915,1,1,1301536077,3813123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1072",25000,25000,43,2,0.390243902439024,1,1,1395196906,3723494,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1073",1000,1000,27,0,0.111111111111111,1,1,1405578493,2586707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1074",3500,3500,14,0,0.214285714285714,1,1,1357659518,2298082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1075",10000,8791.21,32,1,0.290322580645161,0,0,1407447793,3827807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1076",52000,52000,53,1,0.134615384615385,1,1,1512164613,2535387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1077",2000,2956.17,31,0,0.580645161290323,0,0,1423692622,2530178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"1078",50000,55479.73,45,2,0.116279069767442,0,0,1453226492,2548708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1079",2700,2700,59,3,0.25,1,1,1360309745,1203055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1080",2800,2800,44,1,0.116279069767442,1,1,1402556347,1202453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1081",5500,5500,24,0,0.208333333333333,1,1,1414449988,2531612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1082",15000,15000,51,3,0.125,1,1,1409200857,2506743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1084",500,444.05,24,0,0.166666666666667,0,0,1414894901,1395499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1085",30000,33659.83,60,3,0.105263157894737,0,0,1431441761,2557039,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1086",1200,1200,55,5,0.14,1,1,1467402541,2538659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1087",7000,7000,15,0,0.133333333333333,1,1,1410234839,2509561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1088",12500,12500,15,0,0.266666666666667,1,1,1491877278,2515122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1090",72083,3414.96,5,0,0.2,0,0,1480397015,5099785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1091",16000,24158.24,44,2,0.142857142857143,0,0,1366828144,2543456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1092",10000,10000,32,2,0.266666666666667,1,1,1450187438,2563762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1093",2000,2000,24,0,0.125,1,1,1350060659,1771741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1094",8000,8000,12,0,0.166666666666667,1,1,1373428223,2509777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1095",10000,10000,56,3,0.113207547169811,1,1,1480519640,3853960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
